Research ID,Description,Learning Outcomes,Raw Skill,Level,Knowledge Required,Task Abilities,Skill Tag,Correlation Coefficient
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.13866,0.9338674780676601
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.561,0.864427833002642
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.1170,1.0
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.1692,0.8958391819670234
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.3091,0.8688825957412352
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.3310,0.8548503633304705
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.4790,0.8959369613020699
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.4969,0.8724615726203625
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.5024,0.8694280603659181
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.5579,0.8907167343315814
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.9057,0.8643829278428242
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.9628,0.8611207440490184
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.9668,0.8936908300245955
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.9984,0.8519609183003846
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.12104,0.9168320881613696
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.12445,0.8807879890861555
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",communication,3,"['visual aids', 'technical writing', 'presentation skills']","['report writing', 'presentation delivery', 'information synthesis.']",ESCO.12712,0.8695304600350284
